"Date-Time","Call-Incident Type","Incident No.","Full Address"
"09/06/2014 00:00:27","T","2014-00052594","FULTON ST/BANCROFT WAY"
"09/06/2014 00:01:21","415E","2014-00052595","2500 BLOCK COLLEGE AVE"
"09/06/2014 00:14:18","459A","2014-00052597","1900 BLOCK FOURTH ST"
"09/06/2014 00:14:43","T","2014-00052596","STUART ST/SHATTUCK AVE"
"09/06/2014 00:20:33","415E","2014-00052601","900 BLOCK UNIVERSITY AVE"
"09/06/2014 00:21:51","415E","2014-00052604","2600 BLOCK HILLEGASS AVE"
"09/06/2014 00:22:51","T","2014-00052598","DURANT AVE/TELEGRAPH AVE"
"09/06/2014 00:23:50","415E","2014-00052615","2400 BLOCK ASHBY AVE"
"09/06/2014 00:25:32","415","2014-00052602","DURANT AVE/TELEGRAPH AVE"
"09/06/2014 00:36:52","T","2014-00052603","MARKET ST/M L KING JR WAY / "
"09/06/2014 00:39:24","415E","2014-00052605","2700 BLOCK CHANNING WAY"
"09/06/2014 00:43:43","415E","2014-00052618","2400 BLOCK PARKER ST"
"09/06/2014 00:47:40","T","2014-00052606","UNIVERSITY AVE/MILVIA ST"
"09/06/2014 00:53:54","T","2014-00052607","BANCROFT WAY/SHATTUCK AVE"
"09/06/2014 00:59:25","1033A","2014-00052608","2300 BLOCK COLLEGE AVE"
"09/06/2014 01:07:29","FLAG","2014-00052609","DWIGHT WAY/COLLEGE AVE"
"09/06/2014 01:09:33","1196","2014-00052610","W FRONTAGE RD /ASHBY AVE / "
"09/06/2014 01:13:30","T","2014-00052611","UNIVERSITY AVE/CALIFORNIA ST"
"09/06/2014 01:14:31","T","2014-00052612","BOWDITCH ST/CHANNING WAY"
"09/06/2014 01:26:46","245","2014-00052613","2300 BLOCK PIEDMONT AVE"
"09/06/2014 01:35:10","647F","2014-00052625","1900 BLOCK SIXTH ST"
"09/06/2014 01:36:52","211","2014-00052616","BANCROFT WAY/BOWDITCH ST"
"09/06/2014 01:58:27","211","2014-00052619","BANCROFT WAY/COLLEGE AVE"
"09/06/2014 02:19:15","415E","2014-00052620","2500 BLOCK COLLEGE AVE"
"09/06/2014 02:27:58","1033A","2014-00052621","2000 BLOCK FOURTH ST"
"09/06/2014 02:37:44","1033A","2014-00052622","1700 BLOCK FOURTH ST"
"09/06/2014 02:46:16","415","2014-00052623","2100 BLOCK FOURTH ST"
"09/06/2014 02:51:25","415","2014-00052624","2400 BLOCK WARRING ST"
"09/06/2014 03:36:07","415E","2014-00052631","2100 BLOCK CEDAR ST"
"09/06/2014 03:37:11","1033A","2014-00052626","1900 BLOCK UNIVERSITY AVE"
"09/06/2014 03:38:05","459","2014-00052627","1500 BLOCK PRINCE ST"
"09/06/2014 03:39:38","SUSCIR","2014-00052628","1300 BLOCK SACRAMENTO ST"
"09/06/2014 03:59:07","415F","2014-00052629","1000 BLOCK GRIZZLY PEAK BLVD"
"09/06/2014 04:26:01","415","2014-00052630","2000 BLOCK DWIGHT WAY"
"09/06/2014 04:39:21","1033A","2014-00052632","1200 BLOCK SIXTH ST"
"09/06/2014 04:50:12","1194B","2014-00052633","1600 BLOCK OXFORD ST"
"09/06/2014 05:00:29","AID","2014-00052637"," / "
"09/06/2014 05:01:51","484","2014-00052634","1200 BLOCK UNIVERSITY AVE"
"09/06/2014 05:04:01","647J","2014-00052636","1900 BLOCK SHATTUCK AVE"
"09/06/2014 05:08:07","1033A","2014-00052635","1200 BLOCK SIXTH ST"
"09/06/2014 05:46:46","SEC","2014-00052638","2200 BLOCK FULTON ST"
"09/06/2014 06:10:10","602L","2014-00052639","2900 BLOCK HARPER ST"
"09/06/2014 06:59:37","1033A","2014-00052640","100 BLOCK SEAWALL DR"
"09/06/2014 07:07:20","PRKVIO","2014-00052641"," / "
"09/06/2014 07:41:00","SUSCIR","2014-00052642","2500 BLOCK DURANT AVE"
"09/06/2014 07:48:14","SUSPER","2014-00052643","2400 BLOCK ASHBY AVE"
"09/06/2014 08:00:10","415E","2014-00052645","COLLEGE AVE/DERBY ST"
"09/06/2014 08:03:46","10851","2014-00052646","1500 BLOCK JOSEPHINE ST"
"09/06/2014 08:04:57","459A","2014-00052644","2000 BLOCK KITTREDGE ST"
"09/06/2014 08:13:17","1033A","2014-00052647","300 BLOCK TANGLEWOOD RD"
"09/06/2014 08:21:18","10851","2014-00052648","600 BLOCK COLUSA AVE"
"09/06/2014 08:21:22","415E","2014-00052649","COLLEGE AVE/DERBY ST"
"09/06/2014 08:25:13","ADVICE","2014-00052655","CEDAR ST/SHATTUCK AVE"
"09/06/2014 08:29:45","AID","2014-00052650","3000 BLOCK ELLIS ST"
"09/06/2014 08:40:54","OUTAID","2014-00052652","800 BLOCK SPRUCE ST"
"09/06/2014 08:41:13","W911",,"1100 BLOCK UNIVERSITY AVE"
"09/06/2014 08:43:01","SUSCIR","2014-00052651","PIEDMONT AVE/DWIGHT WAY"
"09/06/2014 09:14:27","1033A","2014-00052653","2600 BLOCK GRANT ST"
"09/06/2014 09:36:43","1033A","2014-00052658","1900 BLOCK OXFORD ST"
"09/06/2014 09:36:52","SUSCIR","2014-00052654","2000 BLOCK UNIVERSITY AVE"
"09/06/2014 09:39:36","1042","2014-00052657","2300 BLOCK STUART ST"
"09/06/2014 09:40:52","1124","2014-00052656","1000 BLOCK OXFORD ST"
